期货代码,期货名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
sc2501,原油2501,0.02,528.7,534.6,526.9,531.8,0.1,-,1.17,-,87546,46492449000.0,530.4,-,-,142.sc2501,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
131112,TS2412,0.01,102.468,102.508,102.452,102.494,0.008,-,0.13,-,1329,2723826000.0,102.474,2049360,-,8.131112,中金所,2024-11-29 15:30:49,2024-11-29
130131,TS次主力合约,0.01,102.468,102.508,102.452,102.494,0.008,-,0.12,-,1329,2723826000.0,102.474,2049360,-,8.130131,中金所,2024-11-29 15:30:49,2024-11-29
130120,TS当季连续,0.01,102.468,102.508,102.452,102.494,0.008,-,0.13,-,1329,2723826000.0,102.474,2049360,-,8.130120,中金所,2024-11-29 15:30:49,2024-11-29
131106,TS2506,0.01,102.728,102.78,102.702,102.74,0.006,-,0.81,-,571,1173357440.0,102.722,2054560,-,8.131106,中金所,2024-11-29 15:26:27,2024-11-29
130122,TS隔季连续,0.01,102.728,102.78,102.702,102.74,0.006,-,0.81,-,571,1173357440.0,102.722,2054560,-,8.130122,中金所,2024-11-29 15:26:27,2024-11-29
131103,TS2503,0.0,102.644,102.696,102.616,102.648,0.004,-,0.87,-,26714,54850910560.0,102.648,2052880,-,8.131103,中金所,2024-11-29 15:26:27,2024-11-29
130130,TS主力合约,0.0,102.644,102.696,102.616,102.648,0.004,-,0.91,-,26714,54850910560.0,102.648,2052880,-,8.130130,中金所,2024-11-29 15:26:27,2024-11-29
130121,TS下季连续,0.0,102.644,102.696,102.616,102.648,0.004,-,0.87,-,26714,54850910560.0,102.648,2052880,-,8.130121,中金所,2024-11-29 15:26:27,2024-11-29
zn2509,沪锌2509,-,-,-,-,-,-,0.0,-,-,-,-,24605.0,-,-,113.zn2509,上期所,2024-11-30 01:00:00,2024-11-29
wrs,线材次主连,-,-,-,-,-,-,0.0,-,-,-,-,3610.0,-,-,113.wrs,上期所,2024-11-29 21:00:00,2024-11-29
wr2511,线材2511,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,113.wr2511,上期所,2024-11-29 21:00:00,2024-11-29
wr2510,线材2510,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,113.wr2510,上期所,2024-11-29 21:00:00,2024-11-29
wr2509,线材2509,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,113.wr2509,上期所,2024-11-29 21:00:00,2024-11-29
wr2508,线材2508,-,-,-,-,-,-,0.0,-,-,-,-,3481.0,-,-,113.wr2508,上期所,2024-11-29 21:00:00,2024-11-29
wr2507,线材2507,-,-,-,-,-,-,0.0,-,-,-,-,3400.0,-,-,113.wr2507,上期所,2024-11-29 21:00:00,2024-11-29
wr2506,线材2506,-,-,-,-,-,-,0.0,-,-,-,-,3655.0,-,-,113.wr2506,上期所,2024-11-29 21:00:00,2024-11-29
wr2505,线材2505,-,-,-,-,-,-,0.0,-,-,-,-,3663.0,-,-,113.wr2505,上期所,2024-11-29 21:00:00,2024-11-29
wr2504,线材2504,-,-,-,-,-,-,0.0,-,-,-,-,3674.0,-,-,113.wr2504,上期所,2024-11-29 21:00:00,2024-11-29
wr2503,线材2503,-,-,-,-,-,-,0.0,-,-,-,-,3662.0,-,-,113.wr2503,上期所,2024-11-29 21:00:00,2024-11-29
wr2502,线材2502,-,-,-,-,-,-,0.0,-,-,-,-,3769.0,-,-,113.wr2502,上期所,2024-11-29 21:00:00,2024-11-29
wr2412,线材2412,-,-,-,-,-,-,0.0,-,-,-,-,3610.0,-,-,113.wr2412,上期所,2024-11-29 21:00:00,2024-11-29
v2412,PVC2412,-,-,-,-,-,-,0.0,-,-,-,-,5155.0,-,-,114.v2412,大商所,2024-11-29 22:58:32,2024-11-29
sp2508,纸浆2508,-,-,-,-,-,-,0.0,-,-,-,-,5898.0,-,-,113.sp2508,上期所,2024-11-29 23:00:00,2024-11-29
sn2508,沪锡2508,-,-,-,-,-,-,0.0,-,-,-,-,236030.0,-,-,113.sn2508,上期所,2024-11-30 01:00:00,2024-11-29
sn2507,沪锡2507,-,-,-,-,-,-,0.0,-,-,-,-,240250.0,-,-,113.sn2507,上期所,2024-11-30 01:00:00,2024-11-29
scs,原油次主连,0.0,525.5,531.0,523.9,528.3,0.0,-,1.18,-,10942,5773986000.0,527.2,-,-,142.scs,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2712,原油2712,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,142.sc2712,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2709,原油2709,-,-,-,-,-,-,0.0,-,-,-,-,505.0,-,-,142.sc2709,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2706,原油2706,-,-,-,-,-,-,0.0,-,-,-,-,507.2,-,-,142.sc2706,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2703,原油2703,-,-,-,-,-,-,0.0,-,-,-,-,507.1,-,-,142.sc2703,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2612,原油2612,-,-,-,-,-,-,0.0,-,-,-,-,511.8,-,-,142.sc2612,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2609,原油2609,-,-,-,-,-,-,0.0,-,-,-,-,512.7,-,-,142.sc2609,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2606,原油2606,-,-,-,-,-,-,0.0,-,-,-,-,513.0,-,-,142.sc2606,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2603,原油2603,-,-,-,-,-,-,0.0,-,-,-,-,514.0,-,-,142.sc2603,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2512,原油2512,-,-,-,-,-,-,0.0,-,-,-,-,512.8,-,-,142.sc2512,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2511,原油2511,-,-,-,-,-,-,0.0,-,-,-,-,515.6,-,-,142.sc2511,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2510,原油2510,-,-,-,-,-,-,0.0,-,-,-,-,513.4,-,-,142.sc2510,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2509,原油2509,-,-,-,-,-,-,0.0,-,-,-,-,514.7,-,-,142.sc2509,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2508,原油2508,-,-,-,-,-,-,0.0,-,-,-,-,519.3,-,-,142.sc2508,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2507,原油2507,-,-,-,-,-,-,0.0,-,-,-,-,525.3,-,-,142.sc2507,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
sc2502,原油2502,0.0,525.5,531.0,523.9,528.3,0.0,-,1.18,-,10942,5773986000.0,527.2,-,-,142.sc2502,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
rr2511,粳米2511,-,-,-,-,-,-,0.0,-,-,-,-,3555.0,-,-,114.rr2511,大商所,2024-11-29 22:59:47,2024-11-29
rr2510,粳米2510,-,-,-,-,-,-,0.0,-,-,-,-,3560.0,-,-,114.rr2510,大商所,2024-11-29 22:59:47,2024-11-29
rr2509,粳米2509,-,-,-,-,-,-,0.0,-,-,-,-,3546.0,-,-,114.rr2509,大商所,2024-11-29 22:59:47,2024-11-29
rr2412,粳米2412,-,-,-,-,-,-,0.0,-,-,-,-,3280.0,-,-,114.rr2412,大商所,2024-11-29 21:00:00,2024-11-29
pp2511,聚丙烯2511,-,-,-,-,-,-,0.0,-,-,-,-,7461.0,-,-,114.pp2511,大商所,2024-11-29 23:00:00,2024-11-29
pp2507,聚丙烯2507,-,-,-,-,-,-,0.0,-,-,-,-,7521.0,-,-,114.pp2507,大商所,2024-11-29 23:00:00,2024-11-29
pp2412,聚丙烯2412,-,-,-,-,-,-,-,-,-,1,37555.0,7511.0,-,-,114.pp2412,大商所,2024-11-29 22:59:46,2024-11-29
pg2511,LPG2511,-,-,-,-,-,-,0.0,-,-,-,-,4534.0,-,-,114.pg2511,大商所,2024-11-29 22:59:57,2024-11-29
pb2511,沪铅2511,-,-,-,-,-,-,0.0,-,-,-,-,17450.0,-,-,113.pb2511,上期所,2024-11-30 01:00:00,2024-11-29
pb2510,沪铅2510,-,-,-,-,-,-,0.0,-,-,-,-,17440.0,-,-,113.pb2510,上期所,2024-11-30 01:00:00,2024-11-29
pb2509,沪铅2509,-,-,-,-,-,-,0.0,-,-,-,-,17465.0,-,-,113.pb2509,上期所,2024-11-30 01:00:00,2024-11-29
pb2508,沪铅2508,-,-,-,-,-,-,0.0,-,-,-,-,17275.0,-,-,113.pb2508,上期所,2024-11-30 01:00:00,2024-11-29
pb2507,沪铅2507,-,-,-,-,-,-,0.0,-,-,-,-,17325.0,-,-,113.pb2507,上期所,2024-11-30 01:00:00,2024-11-29
nr2511,20号胶2511,-,-,-,-,-,-,0.0,-,-,-,-,15100.0,-,-,142.nr2511,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
nr2510,20号胶2510,-,-,-,-,-,-,0.0,-,-,-,-,15080.0,-,-,142.nr2510,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
nr2507,20号胶2507,-,-,-,-,-,-,0.0,-,-,-,-,15025.0,-,-,142.nr2507,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
nr2506,20号胶2506,-,-,-,-,-,-,0.0,-,-,-,-,14975.0,-,-,142.nr2506,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
ni2511,沪镍2511,-,-,-,-,-,-,0.0,-,-,-,-,129400.0,-,-,113.ni2511,上期所,2024-11-30 01:00:00,2024-11-29
lu2512,低硫燃油2512,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,142.lu2512,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
lu2511,低硫燃油2511,-,-,-,-,-,-,0.0,-,-,-,-,3768.0,-,-,142.lu2511,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
lu2508,低硫燃油2508,-,-,-,-,-,-,0.0,-,-,-,-,3758.0,-,-,142.lu2508,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
lu2507,低硫燃油2507,-,-,-,-,-,-,0.0,-,-,-,-,3780.0,-,-,142.lu2507,上海能源期货交易所,2024-11-29 23:00:00,2024-11-29
l2508,塑料2508,-,-,-,-,-,-,0.0,-,-,-,-,8094.0,-,-,114.l2508,大商所,2024-11-29 22:59:58,2024-11-29
l2507,塑料2507,-,-,-,-,-,-,0.0,-,-,-,-,8105.0,-,-,114.l2507,大商所,2024-11-29 22:59:59,2024-11-29
jm2511,焦煤2511,-,-,-,-,-,-,0.0,-,-,-,-,1371.0,-,-,114.jm2511,大商所,2024-11-29 22:59:57,2024-11-29
jm2508,焦煤2508,-,-,-,-,-,-,0.0,-,-,-,-,1323.0,-,-,114.jm2508,大商所,2024-11-29 22:59:55,2024-11-29
jm2412,焦煤2412,-,-,-,-,-,-,0.0,-,-,-,-,1102.0,-,-,114.jm2412,大商所,2024-11-29 22:55:00,2024-11-29
j2511,焦炭2511,-,-,-,-,-,-,0.0,-,-,-,-,2121.0,-,-,114.j2511,大商所,2024-11-29 23:00:00,2024-11-29
j2510,焦炭2510,-,-,-,-,-,-,0.0,-,-,-,-,2073.5,-,-,114.j2510,大商所,2024-11-29 22:59:57,2024-11-29
j2508,焦炭2508,-,-,-,-,-,-,0.0,-,-,-,-,2042.0,-,-,114.j2508,大商所,2024-11-29 23:00:00,2024-11-29
j2507,焦炭2507,-,-,-,-,-,-,0.0,-,-,-,-,2026.5,-,-,114.j2507,大商所,2024-11-29 23:00:00,2024-11-29
j2506,焦炭2506,-,-,-,-,-,-,0.0,-,-,-,-,2009.5,-,-,114.j2506,大商所,2024-11-29 23:00:00,2024-11-29
j2504,焦炭2504,-,-,-,-,-,-,0.0,-,-,-,-,1972.5,-,-,114.j2504,大商所,2024-11-29 23:00:00,2024-11-29
j2503,焦炭2503,-,-,-,-,-,-,0.0,-,-,-,-,1955.5,-,-,114.j2503,大商所,2024-11-29 23:00:00,2024-11-29
j2412,焦炭2412,-,-,-,-,-,-,0.0,-,-,-,-,1770.0,-,-,114.j2412,大商所,2024-11-29 23:00:00,2024-11-29
i2510,铁矿石2510,0.0,756.0,759.0,755.0,758.5,0.0,-,1.08,-,130,9835550.0,756.5,-,-,114.i2510,大商所,2024-11-29 23:00:00,2024-11-29
i2509,铁矿石2509,0.0,759.5,763.5,758.5,763.5,0.0,-,0.51,-,1112,84579750.0,760.0,-,-,114.i2509,大商所,2024-11-29 23:00:00,2024-11-29
i2506,铁矿石2506,0.0,775.0,778.5,772.5,778.5,0.0,-,0.87,-,521,40373550.0,775.0,-,-,114.i2506,大商所,2024-11-29 22:59:59,2024-11-29
i2412,铁矿石2412,-,-,-,-,-,-,0.0,-,-,-,-,794.5,-,-,114.i2412,大商所,2024-11-29 22:59:56,2024-11-29
hc2511,热卷2511,-,-,-,-,-,-,0.0,-,-,-,-,3558.0,-,-,113.hc2511,上期所,2024-11-29 23:00:00,2024-11-29
hc2509,热卷2509,-,-,-,-,-,-,0.0,-,-,-,-,3571.0,-,-,113.hc2509,上期所,2024-11-29 23:00:00,2024-11-29
hc2508,热卷2508,-,-,-,-,-,-,0.0,-,-,-,-,3539.0,-,-,113.hc2508,上期所,2024-11-29 23:00:00,2024-11-29
fb2511,纤维板2511,-,-,-,-,-,-,0.0,-,-,-,-,1311.5,-,-,114.fb2511,大商所,2024-11-29 21:00:00,2024-11-29
fb2510,纤维板2510,-,-,-,-,-,-,0.0,-,-,-,-,1311.5,-,-,114.fb2510,大商所,2024-11-29 21:00:00,2024-11-29
fb2509,纤维板2509,-,-,-,-,-,-,0.0,-,-,-,-,1295.0,-,-,114.fb2509,大商所,2024-11-29 21:00:00,2024-11-29
fb2508,纤维板2508,-,-,-,-,-,-,0.0,-,-,-,-,1320.5,-,-,114.fb2508,大商所,2024-11-29 21:00:00,2024-11-29
fb2507,纤维板2507,-,-,-,-,-,-,0.0,-,-,-,-,1310.0,-,-,114.fb2507,大商所,2024-11-29 21:00:00,2024-11-29
fb2506,纤维板2506,-,-,-,-,-,-,0.0,-,-,-,-,1328.0,-,-,114.fb2506,大商所,2024-11-29 21:00:00,2024-11-29
fb2505,纤维板2505,-,-,-,-,-,-,0.0,-,-,-,-,1324.5,-,-,114.fb2505,大商所,2024-11-29 21:00:00,2024-11-29
fb2504,纤维板2504,-,-,-,-,-,-,0.0,-,-,-,-,1303.0,-,-,114.fb2504,大商所,2024-11-29 21:00:00,2024-11-29
fb2503,纤维板2503,-,-,-,-,-,-,0.0,-,-,-,-,1304.5,-,-,114.fb2503,大商所,2024-11-29 21:00:00,2024-11-29
fb2502,纤维板2502,-,-,-,-,-,-,0.0,-,-,-,-,1311.5,-,-,114.fb2502,大商所,2024-11-29 21:00:00,2024-11-29
eg2511,乙二醇2511,-,-,-,-,-,-,0.0,-,-,-,-,4680.0,-,-,114.eg2511,大商所,2024-11-29 22:59:58,2024-11-29
eg2510,乙二醇2510,-,-,-,-,-,-,0.0,-,-,-,-,4708.0,-,-,114.eg2510,大商所,2024-11-29 22:59:58,2024-11-29
eg2508,乙二醇2508,-,-,-,-,-,-,0.0,-,-,-,-,4704.0,-,-,114.eg2508,大商所,2024-11-29 22:59:58,2024-11-29
eg2412,乙二醇2412,-,-,-,-,-,-,-,-,-,1,48210.0,4821.0,-,-,114.eg2412,大商所,2024-11-29 23:00:00,2024-11-29
eb2511,苯乙烯2511,-,-,-,-,-,-,0.0,-,-,-,-,8353.0,-,-,114.eb2511,大商所,2024-11-29 23:00:00,2024-11-29
cu2511,沪铜2511,0.0,74250.0,74250.0,74250.0,74250.0,0.0,-,-,-,1,371250.0,74300.0,-,-,113.cu2511,上期所,2024-11-30 01:00:00,2024-11-29
css,淀粉次主连,0.0,2544.0,2548.0,2531.0,2533.0,0.0,-,1.02,-,8424,214204240.0,2535.0,-,-,114.css,大商所,2024-11-29 23:00:00,2024-11-29
cs2503,淀粉2503,0.0,2544.0,2548.0,2531.0,2533.0,0.0,-,0.89,-,8424,214204240.0,2535.0,-,-,114.cs2503,大商所,2024-11-29 23:00:00,2024-11-29
bu2511,沥青2511,-,-,-,-,-,-,0.0,-,-,-,-,3409.0,-,-,113.bu2511,上期所,2024-11-29 23:00:00,2024-11-29
br2511,丁二烯胶2511,-,-,-,-,-,-,0.0,-,-,-,-,13950.0,-,-,113.br2511,上期所,2024-11-29 23:00:00,2024-11-29
br2508,丁二烯胶2508,-,-,-,-,-,-,0.0,-,-,-,-,13720.0,-,-,113.br2508,上期所,2024-11-29 23:00:00,2024-11-29
bc2511,国际铜2511,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,142.bc2511,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bc2510,国际铜2510,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,142.bc2510,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bc2509,国际铜2509,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,142.bc2509,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bc2508,国际铜2508,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,142.bc2508,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bc2507,国际铜2507,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,142.bc2507,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bc2506,国际铜2506,-,-,-,-,-,-,0.0,-,-,-,-,66680.0,-,-,142.bc2506,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bc2505,国际铜2505,-,-,-,-,-,-,0.0,-,-,-,-,64170.0,-,-,142.bc2505,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bc2504,国际铜2504,-,-,-,-,-,-,0.0,-,-,-,-,65610.0,-,-,142.bc2504,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bc2503,国际铜2503,-,-,-,-,-,-,0.0,-,-,-,-,65660.0,-,-,142.bc2503,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bbm,胶合板主连,-,-,-,-,-,-,0.0,-,-,-,-,206.85,-,-,114.bbm,大商所,2024-11-29 21:00:00,2024-11-29
bb2503,胶合板2503,-,-,-,-,-,-,0.0,-,-,-,-,202.4,-,-,114.bb2503,大商所,2024-11-29 21:00:00,2024-11-29
bb2502,胶合板2502,-,-,-,-,-,-,0.0,-,-,-,-,226.9,-,-,114.bb2502,大商所,2024-11-29 21:00:00,2024-11-29
bb2501,胶合板2501,-,-,-,-,-,-,0.0,-,-,-,-,206.85,-,-,114.bb2501,大商所,2024-11-29 21:00:00,2024-11-29
bb2412,胶合板2412,-,-,-,-,-,-,0.0,-,-,-,-,400.0,-,-,114.bb2412,大商所,2024-11-29 21:00:00,2024-11-29
b2412,豆二2412,-,-,-,-,-,-,0.0,-,-,-,-,3580.0,-,-,114.b2412,大商所,2024-11-29 22:52:48,2024-11-29
al2509,沪铝2509,0.0,20440.0,20475.0,20430.0,20430.0,0.0,-,-,-,19,1942800.0,20520.0,-,-,113.al2509,上期所,2024-11-30 01:00:00,2024-11-29
a2509,豆一2509,0.0,3991.0,3991.0,3969.0,3980.0,0.0,-,3.69,-,1316,52324730.0,3982.0,-,-,114.a2509,大商所,2024-11-29 22:59:58,2024-11-29
ZCS,动力煤次主连,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZCS,郑商所,2024-11-29 21:00:00,2024-11-29
ZCM,动力煤主连,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZCM,郑商所,2024-11-29 21:00:00,2024-11-29
ZC511,动力煤511,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC511,郑商所,2024-11-29 21:00:00,2024-11-29
ZC510,动力煤510,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC510,郑商所,2024-11-29 21:00:00,2024-11-29
ZC509,动力煤509,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC509,郑商所,2024-11-29 21:00:00,2024-11-29
ZC508,动力煤508,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC508,郑商所,2024-11-29 21:00:00,2024-11-29
ZC507,动力煤507,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC507,郑商所,2024-11-29 21:00:00,2024-11-29
ZC506,动力煤506,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC506,郑商所,2024-11-29 21:00:00,2024-11-29
ZC505,动力煤505,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC505,郑商所,2024-11-29 21:00:00,2024-11-29
ZC504,动力煤504,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC504,郑商所,2024-11-29 21:00:00,2024-11-29
ZC503,动力煤503,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC503,郑商所,2024-11-29 21:00:00,2024-11-29
ZC502,动力煤502,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC502,郑商所,2024-11-29 21:00:00,2024-11-29
ZC501,动力煤501,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC501,郑商所,2024-11-29 21:00:00,2024-11-29
ZC412,动力煤412,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.ZC412,郑商所,2024-11-29 21:00:00,2024-11-29
WHS,强麦次主连,-,-,-,-,-,-,0.0,-,-,-,-,3198.0,-,-,115.WHS,郑商所,2024-11-29 21:00:00,2024-11-29
WHM,强麦主连,-,-,-,-,-,-,0.0,-,-,-,-,3198.0,-,-,115.WHM,郑商所,2024-11-29 21:00:00,2024-11-29
WH511,强麦511,-,-,-,-,-,-,0.0,-,-,-,-,3198.0,-,-,115.WH511,郑商所,2024-11-29 21:00:00,2024-11-29
WH509,强麦509,-,-,-,-,-,-,0.0,-,-,-,-,3198.0,-,-,115.WH509,郑商所,2024-11-29 21:00:00,2024-11-29
WH507,强麦507,-,-,-,-,-,-,0.0,-,-,-,-,3198.0,-,-,115.WH507,郑商所,2024-11-29 21:00:00,2024-11-29
WH505,强麦505,-,-,-,-,-,-,0.0,-,-,-,-,3198.0,-,-,115.WH505,郑商所,2024-11-29 21:00:00,2024-11-29
WH503,强麦503,-,-,-,-,-,-,0.0,-,-,-,-,3198.0,-,-,115.WH503,郑商所,2024-11-29 21:00:00,2024-11-29
WH501,强麦501,-,-,-,-,-,-,0.0,-,-,-,-,3198.0,-,-,115.WH501,郑商所,2024-11-29 21:00:00,2024-11-29
TA511,PTA511,-,-,-,-,-,-,0.0,-,-,-,-,4990.0,-,-,115.TA511,郑商所,2024-11-29 22:59:57,2024-11-29
TA506,PTA506,-,-,-,-,-,-,0.0,-,-,-,-,4936.0,-,-,115.TA506,郑商所,2024-11-29 22:59:59,2024-11-29
SH511,烧碱511,-,-,-,-,-,-,0.0,-,-,-,-,2769.0,-,-,115.SH511,郑商所,2024-11-29 22:59:46,2024-11-29
SH508,烧碱508,-,-,-,-,-,-,0.0,-,-,-,-,2759.0,-,-,115.SH508,郑商所,2024-11-29 22:59:46,2024-11-29
SH507,烧碱507,-,-,-,-,-,-,0.0,-,-,-,-,2735.0,-,-,115.SH507,郑商所,2024-11-29 22:59:59,2024-11-29
SH506,烧碱506,-,-,-,-,-,-,0.0,-,-,-,-,2720.0,-,-,115.SH506,郑商所,2024-11-29 22:59:59,2024-11-29
RSS,菜籽次主连,-,-,-,-,-,-,0.0,-,-,-,-,5859.0,-,-,115.RSS,郑商所,2024-11-29 21:00:00,2024-11-29
RS511,菜籽511,-,-,-,-,-,-,0.0,-,-,-,-,5836.0,-,-,115.RS511,郑商所,2024-11-29 21:00:00,2024-11-29
RS509,菜籽509,-,-,-,-,-,-,0.0,-,-,-,-,5820.0,-,-,115.RS509,郑商所,2024-11-29 21:00:00,2024-11-29
RS508,菜籽508,-,-,-,-,-,-,0.0,-,-,-,-,5859.0,-,-,115.RS508,郑商所,2024-11-29 21:00:00,2024-11-29
RM511,菜粕511,0.0,2370.0,2382.0,2365.0,2379.0,0.0,-,1.58,-,189,4492530.0,2376.0,-,-,115.RM511,郑商所,2024-11-29 22:59:53,2024-11-29
RM509,菜粕509,0.0,2432.0,2446.0,2423.0,2437.0,0.0,-,0.92,-,4412,107564560.0,2439.0,-,-,115.RM509,郑商所,2024-11-29 22:59:58,2024-11-29
RM508,菜粕508,0.0,2444.0,2462.0,2436.0,2458.0,0.0,-,1.35,-,161,3944500.0,2452.0,-,-,115.RM508,郑商所,2024-11-29 22:59:58,2024-11-29
RIS,早籼稻次主连,-,-,-,-,-,-,0.0,-,-,-,-,2479.0,-,-,115.RIS,郑商所,2024-11-29 21:00:00,2024-11-29
RIM,早籼稻主连,-,-,-,-,-,-,0.0,-,-,-,-,2479.0,-,-,115.RIM,郑商所,2024-11-29 21:00:00,2024-11-29
RI511,早籼稻511,-,-,-,-,-,-,0.0,-,-,-,-,2479.0,-,-,115.RI511,郑商所,2024-11-29 21:00:00,2024-11-29
RI509,早籼稻509,-,-,-,-,-,-,0.0,-,-,-,-,2479.0,-,-,115.RI509,郑商所,2024-11-29 21:00:00,2024-11-29
RI507,早籼稻507,-,-,-,-,-,-,0.0,-,-,-,-,2479.0,-,-,115.RI507,郑商所,2024-11-29 21:00:00,2024-11-29
RI505,早籼稻505,-,-,-,-,-,-,0.0,-,-,-,-,2479.0,-,-,115.RI505,郑商所,2024-11-29 21:00:00,2024-11-29
RI503,早籼稻503,-,-,-,-,-,-,0.0,-,-,-,-,2479.0,-,-,115.RI503,郑商所,2024-11-29 21:00:00,2024-11-29
RI501,早籼稻501,-,-,-,-,-,-,0.0,-,-,-,-,2479.0,-,-,115.RI501,郑商所,2024-11-29 21:00:00,2024-11-29
PX511,对二甲苯511,-,-,-,-,-,-,0.0,-,-,-,-,7084.0,-,-,115.PX511,郑商所,2024-11-29 22:59:58,2024-11-29
PX510,对二甲苯510,-,-,-,-,-,-,0.0,-,-,-,-,7080.0,-,-,115.PX510,郑商所,2024-11-29 22:59:58,2024-11-29
PX508,对二甲苯508,-,-,-,-,-,-,0.0,-,-,-,-,7018.0,-,-,115.PX508,郑商所,2024-11-29 22:59:46,2024-11-29
PX507,对二甲苯507,-,-,-,-,-,-,0.0,-,-,-,-,7156.0,-,-,115.PX507,郑商所,2024-11-29 22:59:58,2024-11-29
PX506,对二甲苯506,-,-,-,-,-,-,0.0,-,-,-,-,7028.0,-,-,115.PX506,郑商所,2024-11-29 22:59:58,2024-11-29
PR511,瓶片511,-,-,-,-,-,-,0.0,-,-,-,-,6346.0,-,-,115.PR511,郑商所,2024-11-29 22:59:46,2024-11-29
PR510,瓶片510,-,-,-,-,-,-,0.0,-,-,-,-,6350.0,-,-,115.PR510,郑商所,2024-11-29 22:59:46,2024-11-29
PR509,瓶片509,-,-,-,-,-,-,0.0,-,-,-,-,6298.0,-,-,115.PR509,郑商所,2024-11-29 22:59:59,2024-11-29
PR508,瓶片508,-,-,-,-,-,-,0.0,-,-,-,-,6286.0,-,-,115.PR508,郑商所,2024-11-29 22:59:59,2024-11-29
PR507,瓶片507,-,-,-,-,-,-,0.0,-,-,-,-,6242.0,-,-,115.PR507,郑商所,2024-11-29 22:59:59,2024-11-29
PR506,瓶片506,-,-,-,-,-,-,0.0,-,-,-,-,6224.0,-,-,115.PR506,郑商所,2024-11-29 22:59:50,2024-11-29
PMS,普麦次主连,-,-,-,-,-,-,0.0,-,-,-,-,3122.0,-,-,115.PMS,郑商所,2024-11-29 21:00:00,2024-11-29
PMM,普麦主连,-,-,-,-,-,-,0.0,-,-,-,-,3122.0,-,-,115.PMM,郑商所,2024-11-29 21:00:00,2024-11-29
